Date,Open,High,Low,Close,Adj Close,Volume
2019-10-21,22.690001,23.020000,22.690001,23.020000,21.824234,0
2019-10-22,23.250000,23.250000,22.790001,22.790001,21.606182,174
2019-10-23,22.830000,22.910000,22.830000,22.889999,21.700985,0
2019-10-24,23.160000,23.160000,22.730000,22.730000,21.549297,0
2019-10-25,21.770000,21.770000,21.610001,21.610001,20.487474,0
2019-10-28,23.080000,23.530001,23.080000,23.530001,22.307741,0
2019-10-29,23.639999,23.639999,23.600000,23.600000,22.374105,0
2019-10-30,23.480000,23.480000,23.100000,23.120001,21.919041,5
2019-10-31,22.770000,22.950001,22.770000,22.950001,21.757870,0
2019-11-01,23.129999,23.129999,23.129999,23.129999,21.928518,0
2019-11-04,24.290001,24.290001,24.059999,24.200001,22.942940,150
2019-11-05,24.430000,24.580000,24.420000,24.420000,23.151510,2543
2019-11-06,26.290001,26.290001,26.290001,26.290001,24.924374,0
2019-11-07,27.860001,27.860001,27.540001,27.540001,26.109444,0
2019-11-08,27.719999,27.910000,27.719999,27.910000,26.460224,690
2019-11-11,28.240000,28.240000,28.240000,28.240000,26.773083,0
2019-11-12,28.139999,28.559999,28.139999,28.549999,27.066978,15
2019-11-13,27.950001,27.950001,27.480000,27.639999,26.204248,25
2019-11-14,27.240000,27.620001,27.240000,27.620001,26.185289,0
2019-11-15,27.570000,27.570000,27.480000,27.480000,26.471872,690
2019-11-18,27.520000,27.520000,26.920000,26.920000,25.932419,64
2019-11-19,27.270000,27.360001,27.270000,27.360001,26.356277,0
2019-11-20,26.940001,27.420000,26.940001,27.420000,26.414074,195
2019-11-21,27.000000,27.000000,27.000000,27.000000,26.009483,1030
2019-11-22,27.100000,27.100000,27.100000,27.100000,26.105814,0
2019-11-25,27.760000,27.760000,27.590000,27.590000,26.577839,5
2019-11-26,27.650000,27.650000,27.559999,27.559999,26.548939,0
2019-11-27,27.700001,27.700001,27.490000,27.490000,26.481506,5
2019-11-28,27.270000,27.270000,27.270000,27.270000,26.269579,0
2019-11-29,27.040001,27.250000,27.040001,27.230000,26.231045,517
2019-12-02,27.309999,27.309999,27.030001,27.030001,26.038383,0
2019-12-03,27.040001,27.040001,26.520000,26.520000,25.547092,0
2019-12-04,26.670000,26.950001,26.670000,26.950001,25.961319,0
2019-12-05,27.180000,27.180000,27.170000,27.170000,26.173246,0
2019-12-06,27.440001,28.010000,27.440001,28.010000,26.982431,900
2019-12-09,28.280001,28.280001,28.280001,28.280001,27.242527,0
2019-12-10,28.270000,28.270000,27.660000,27.660000,26.645269,0
2019-12-11,27.660000,27.660000,27.459999,27.459999,26.452608,0
2019-12-12,27.510000,27.510000,27.280001,27.280001,26.279211,0
2019-12-13,27.879999,27.879999,27.879999,27.879999,26.857199,0
2019-12-16,28.250000,28.330000,28.250000,28.330000,27.290691,0
2019-12-17,27.879999,28.170000,27.879999,28.170000,27.136560,0
2019-12-18,28.100000,28.790001,28.100000,28.790001,27.733816,0
2019-12-19,28.740000,28.850000,28.740000,28.850000,27.791615,0
2019-12-20,28.850000,28.910000,28.840000,28.840000,27.781982,200
2019-12-23,28.740000,28.740000,28.680000,28.680000,27.627850,152
2019-12-27,28.830000,28.830000,28.570000,28.570000,27.521885,0
2019-12-30,28.520000,28.520000,28.520000,28.520000,27.473721,0
2020-01-02,29.490000,29.559999,29.490000,29.559999,28.475567,0
2020-01-03,28.750000,28.750000,28.520000,28.520000,27.473721,0
2020-01-06,28.440001,28.440001,27.850000,27.889999,26.866833,20
2020-01-07,28.309999,28.540001,28.309999,28.540001,27.492989,500
2020-01-08,28.450001,28.610001,28.450001,28.610001,27.560419,0
2020-01-09,28.780001,28.780001,28.709999,28.709999,27.656750,2
2020-01-10,28.190001,28.190001,27.610001,27.610001,26.597105,0
2020-01-13,28.000000,28.000000,27.660000,27.660000,26.645269,47
2020-01-14,28.040001,28.040001,28.000000,28.000000,26.972797,0
2020-01-15,28.000000,28.000000,28.000000,28.000000,26.972797,0
2020-01-16,27.709999,27.709999,27.290001,27.290001,26.288845,0
2020-01-17,27.700001,27.750000,27.330000,27.330000,26.327377,30
2020-01-20,27.969999,27.969999,27.340000,27.340000,26.337009,30
2020-01-21,27.110001,27.450001,27.110001,27.450001,26.442976,0
2020-01-22,27.090000,27.090000,26.670000,26.670000,25.691589,6
2020-01-23,26.500000,26.500000,26.240000,26.240000,25.277365,70
2020-01-24,26.820000,26.820000,26.700001,26.700001,25.720490,0
2020-01-27,26.010000,26.090000,26.010000,26.040001,25.084703,3
2020-01-28,26.180000,26.650000,26.180000,26.650000,25.672321,0
2020-01-29,26.670000,26.760000,26.670000,26.760000,25.778288,0
2020-01-30,26.350000,26.350000,26.230000,26.230000,25.267731,0
2020-01-31,26.440001,26.440001,26.030001,26.030001,25.075069,150
2020-02-03,25.830000,25.830000,25.770000,25.770000,24.824606,0
2020-02-04,27.049999,27.190001,27.049999,27.190001,26.192514,0
2020-02-05,28.070000,29.080000,28.070000,29.080000,28.013176,42
2020-02-06,30.520000,30.520000,30.520000,30.520000,29.400349,0
2020-02-07,30.910000,30.910000,30.910000,30.910000,29.776041,0
2020-02-10,31.459999,31.459999,31.170000,31.170000,30.026503,0
2020-02-11,30.889999,31.590000,30.889999,31.590000,30.431095,401
2020-02-12,31.959999,32.169998,31.959999,31.959999,30.787521,229
2020-02-13,31.629999,31.860001,31.219999,31.860001,30.691191,10
2020-02-14,32.029999,32.029999,32.029999,32.029999,30.854952,9
2020-02-17,32.480000,32.480000,31.850000,31.850000,30.681559,0
2020-02-18,31.150000,31.750000,31.150000,31.750000,30.585226,0
2020-02-19,31.799999,31.799999,31.610001,31.610001,30.450361,0
2020-02-20,31.850000,31.900000,31.850000,31.900000,30.729723,0
2020-02-21,31.340000,31.600000,31.340000,31.600000,30.440729,0
2020-02-24,29.610001,29.610001,29.250000,29.250000,28.176939,14
2020-02-25,29.540001,29.540001,29.160000,29.160000,28.090242,90
2020-02-26,28.040001,28.580000,28.040001,28.580000,27.531519,0
2020-02-27,28.150000,28.150000,27.070000,27.070000,26.076916,0
2020-02-28,26.340000,26.340000,26.309999,26.309999,25.344797,12
2020-03-02,26.500000,26.500000,26.240000,26.410000,25.871334,28
2020-03-03,27.180000,27.389999,27.180000,27.389999,26.831345,0
2020-03-04,27.139999,27.139999,26.660000,26.660000,26.116234,0
2020-03-05,26.360001,26.360001,26.000000,26.000000,25.469696,800
2020-03-06,25.360001,25.360001,24.580000,24.580000,24.078659,0
2020-03-09,22.580000,22.580000,21.959999,21.959999,21.512096,15
2020-03-10,22.420000,22.770000,22.420000,22.770000,22.305576,0
2020-03-11,21.950001,21.950001,21.129999,21.129999,20.699026,140
2020-03-12,19.090000,19.090000,18.455000,18.455000,18.078587,0
2020-03-13,18.000000,19.240000,18.000000,19.240000,18.847574,0
2020-03-16,16.430000,16.540001,16.430000,16.540001,16.202646,0
2020-03-17,17.760000,17.760000,16.280001,16.280001,15.947949,0
2020-03-18,16.375000,16.375000,15.435000,15.435000,15.120184,0
2020-03-19,16.180000,16.180000,15.115000,15.115000,14.806710,0
2020-03-20,16.570000,17.410000,16.570000,17.225000,16.873674,0
2020-03-23,16.700001,17.245001,16.700001,17.245001,16.893267,0
2020-03-24,17.775000,18.475000,17.775000,18.475000,18.098179,0
2020-03-25,19.605000,19.605000,18.040001,18.040001,17.672052,55
2020-03-26,18.200001,18.270000,18.200001,18.270000,17.897360,0
2020-03-27,18.010000,18.010000,17.540001,17.540001,17.182249,0
2020-03-30,17.535000,17.535000,17.165001,17.165001,16.814899,0
2020-03-31,18.004999,19.135000,18.004999,19.135000,18.744717,0
2020-04-01,18.639999,18.639999,18.195000,18.195000,17.823889,150
2020-04-02,18.549999,18.750000,18.549999,18.750000,18.367569,0
2020-04-03,19.389999,19.389999,19.070000,19.070000,18.681042,0
2020-04-06,20.280001,20.500000,20.110001,20.110001,19.699831,4
2020-04-07,21.260000,21.760000,21.260000,21.760000,21.316177,0
2020-04-08,22.120001,22.120001,21.969999,21.969999,21.521893,0
2020-04-09,23.000000,23.000000,22.400000,22.400000,21.943123,140
2020-04-14,21.780001,21.780001,21.549999,21.549999,21.110458,20
2020-04-15,21.139999,21.139999,19.850000,19.850000,19.445133,0
2020-04-16,20.120001,20.120001,19.955000,19.955000,19.547993,0
2020-04-17,21.290001,22.139999,21.290001,22.139999,21.688425,0
2020-04-20,21.940001,21.940001,21.139999,21.139999,20.708822,0
2020-04-21,21.219999,21.219999,21.219999,21.219999,20.787189,120
2020-04-22,20.990000,21.459999,20.990000,21.459999,21.022295,0
2020-04-23,21.830000,21.830000,21.830000,21.830000,21.384748,0
2020-04-24,21.629999,21.940001,21.629999,21.940001,21.492506,0
2020-04-27,22.000000,22.000000,21.910000,21.910000,21.463118,0
2020-04-28,22.100000,23.150000,22.100000,23.150000,22.677826,0
2020-04-29,23.660000,23.780001,23.660000,23.780001,23.294977,0
2020-04-30,24.750000,24.750000,23.730000,23.730000,23.245996,500
2020-05-04,22.780001,22.969999,22.780001,22.969999,22.501497,0
2020-05-05,23.670000,23.670000,23.570000,23.570000,23.089258,0
2020-05-06,22.920000,22.920000,22.870001,22.870001,22.403538,731
2020-05-07,22.250000,22.250000,22.250000,22.250000,21.796183,0
2020-05-08,23.500000,23.610001,23.500000,23.610001,23.128445,0
2020-05-11,23.490000,23.490000,23.270000,23.270000,22.795380,0
2020-05-12,23.070000,23.770000,23.070000,23.770000,23.285181,75
2020-05-13,23.770000,23.770000,23.770000,23.770000,23.285181,0
2020-05-14,21.450001,21.450001,21.450001,21.450001,21.012501,0
2020-05-15,21.580000,21.580000,21.290001,21.290001,21.290001,0
2020-05-18,22.250000,22.540001,22.250000,22.540001,22.540001,214
2020-05-19,22.639999,22.850000,22.639999,22.850000,22.850000,0
2020-05-20,21.910000,22.190001,21.910000,22.190001,22.190001,0
2020-05-21,22.410000,22.410000,22.410000,22.410000,22.410000,0
2020-05-22,22.540001,22.540001,22.540001,22.540001,22.540001,0
2020-05-25,22.680000,22.680000,22.680000,22.680000,22.680000,0
2020-05-26,23.600000,23.930000,23.600000,23.930000,23.930000,0
2020-05-27,24.100000,24.410000,24.100000,24.410000,24.410000,0
2020-05-28,24.780001,24.809999,24.780001,24.809999,24.809999,0
2020-05-29,24.709999,24.709999,24.379999,24.660000,24.660000,70
2020-06-02,25.570000,25.570000,25.570000,25.570000,25.570000,0
2020-06-03,26.100000,26.100000,26.100000,26.100000,26.100000,0
2020-06-04,26.830000,26.830000,26.830000,26.830000,26.830000,200
2020-06-05,27.270000,27.270000,27.139999,27.139999,27.139999,0
2020-06-08,26.670000,27.219999,26.670000,27.219999,27.219999,0
2020-06-09,26.270000,26.680000,26.270000,26.680000,26.680000,127
2020-06-10,26.959999,26.959999,26.190001,26.190001,26.190001,0
2020-06-11,24.990000,24.990000,24.850000,24.850000,24.850000,0
2020-06-12,24.990000,24.990000,24.940001,24.940001,24.940001,0
2020-06-15,24.719999,24.719999,24.100000,24.100000,24.100000,65
2020-06-16,25.559999,25.860001,25.559999,25.860001,25.860001,0
2020-06-17,25.730000,26.120001,25.730000,25.889999,25.889999,6
2020-06-18,25.860001,25.860001,25.450001,25.600000,25.600000,50
2020-06-19,25.650000,25.650000,25.200001,25.200001,25.200001,0
2020-06-22,24.549999,24.700001,24.549999,24.700001,24.700001,50
2020-06-23,24.709999,25.320000,24.709999,25.320000,25.320000,9
2020-06-24,24.780001,24.780001,24.150000,24.150000,24.150000,0
2020-06-25,23.610001,23.850000,23.610001,23.850000,23.850000,0
2020-06-26,24.250000,24.250000,24.160000,24.160000,24.160000,0
2020-06-29,23.820000,24.360001,23.820000,24.360001,24.360001,0
2020-06-30,24.760000,24.760000,24.510000,24.510000,24.510000,0
2020-07-01,24.629999,24.629999,24.540001,24.540001,24.540001,0
2020-07-02,24.750000,25.299999,24.750000,25.299999,25.299999,10
2020-07-03,25.090000,25.090000,25.090000,25.090000,25.090000,0
2020-07-06,25.299999,25.410000,25.299999,25.410000,25.410000,0
2020-07-07,25.350000,25.350000,25.350000,25.350000,25.350000,0
2020-07-08,25.320000,25.320000,25.320000,25.320000,25.320000,0
2020-07-09,25.500000,25.500000,25.219999,25.219999,25.219999,0
2020-07-10,24.660000,24.660000,24.540001,24.540001,24.540001,0
2020-07-13,24.910000,25.969999,24.910000,25.969999,25.969999,5
2020-07-14,25.370001,25.370001,25.020000,25.020000,25.020000,0
2020-07-15,25.559999,25.590000,25.559999,25.590000,25.590000,0
2020-07-16,25.010000,25.010000,25.010000,25.010000,25.010000,0
2020-07-17,25.160000,25.160000,24.889999,24.889999,24.889999,0
2020-07-20,null,null,null,null,null,null
2020-07-21,24.799999,24.799999,24.350000,24.350000,24.350000,0
2020-07-22,24.320000,24.320000,24.080000,24.080000,24.080000,0
2020-07-23,24.309999,24.590000,24.309999,24.590000,24.590000,0
2020-07-24,24.389999,24.540001,24.389999,24.540001,24.540001,0
2020-07-27,24.610001,24.980000,24.610001,24.980000,24.980000,2
2020-07-28,25.040001,25.040001,24.840000,24.920000,24.920000,25
2020-07-29,25.250000,25.260000,25.250000,25.260000,25.260000,25
